Author;doc1.json;doc2.json;doc3.json;
NameList;doc1.json;doc2.json;
Person;doc1.json;
First;doc1.json;
Last;doc1.json;
BIBTEX_KeyWords;doc1.json;
City;doc1.json;
JournalName;doc1.json;
Month;doc1.json;
Pages;doc1.json;doc2.json;doc3.json;doc2.json;
Publisher;doc1.json;doc2.json;doc3.json;
SourceType;doc1.json;doc2.json;
StandardNumber;doc1.json;
Tag;doc1.json;doc2.json;
Title;doc1.json;doc4.json;
URL;doc1.json;
Volume;doc1.json;doc4.json;
Year;doc1.json;
dblp;doc1.json;
article;doc1.json;doc2.json;doc3.json;doc2.json;
@key;doc1.json;doc2.json;doc3.json;
@mdate;doc1.json;doc2.json;
author;doc1.json;
title;doc1.json;doc2.json;
pages;doc1.json;doc2.json;doc3.json;doc2.json;
year;doc1.json;doc2.json;doc3.json;
volume;doc1.json;doc2.json;
journal;doc2.json;
number;doc2.json;
ee;doc2.json;
url;doc2.json;
PubmedArticle;doc2.json;
MedlineCitation;doc2.json;
@Status;doc2.json;
@Owner;doc2.json;
PMID;doc2.json;
@Version;doc2.json;
$;doc2.json;
DateCreated;doc2.json;
Day;doc2.json;
DateRevised;doc3.json;
Article;doc3.json;doc3.json;doc3.json;
@PubModel;doc3.json;doc3.json;
Journal;doc3.json;
ISSN;doc3.json;doc3.json;doc2.json;
@IssnType;doc3.json;doc3.json;
JournalIssue;doc3.json;
@CitedMedium;doc3.json;
Issue;doc3.json;
PubDate;doc3.json;
ISOAbbreviation;doc3.json;
ArticleTitle;doc3.json;
Pagination;doc3.json;
MedlinePgn;doc3.json;doc2.json;
ELocationID;doc3.json;
@EIdType;doc3.json;
@ValidYN;doc3.json;
Abstract;doc3.json;doc2.json;
AbstractText;doc3.json;
AuthorList;doc3.json;
@CompleteYN;doc3.json;
LastName;doc3.json;
ForeName;doc3.json;doc3.json;doc2.json;doc3.json;
Initials;doc3.json;doc3.json;doc2.json;
Identifier;doc3.json;doc3.json;
@Source;doc3.json;
AffiliationInfo;doc3.json;
Affiliation;doc3.json;
Language;doc3.json;doc3.json;doc2.json;
PublicationTypeList;doc3.json;doc3.json;doc3.json;doc2.json;
PublicationType;doc3.json;doc3.json;doc3.json;doc3.json;doc2.json;
@UI;doc3.json;doc3.json;doc3.json;doc3.json;
ArticleDate;doc3.json;doc3.json;doc3.json;
@DateType;doc3.json;doc3.json;doc3.json;doc2.json;
MedlineJournalInfo;doc3.json;
Country;doc3.json;
MedlineTA;doc3.json;
NlmUniqueID;doc3.json;
ISSNLinking;doc3.json;
Authors;doc3.json;
Source title;doc3.json;
Art. No.;doc4.json;
Page start;doc4.json;
Page end;doc4.json;
Page count;doc4.json;
Cited by;doc4.json;
DOI;doc4.json;
Link;doc4.json;
Affiliations;doc4.json;
Authors with affiliations;doc4.json;
Correspondence Address;doc4.json;
Editors;doc4.json;
ISBN;doc4.json;
CODEN;doc4.json;
PubMed ID;doc4.json;
Language of Original Document;doc4.json;
Abbreviated Source Title;doc4.json;
EID;doc4.json;
